Date,Adj Close,Return
12/28/2016,2249.919922,-0.003644443
12/27/2016,2268.879883,0.00097536
12/23/2016,2263.790039,0.000543273
12/22/2016,2260.959961,-0.000809834
12/21/2016,2265.179932,-0.001068532
12/20/2016,2270.76001,0.001576885
12/19/2016,2262.530029,0.000856938
12/16/2016,2258.070068,-0.000760952
12/15/2016,2262.030029,0.001683198
12/14/2016,2253.280029,-0.003539628
12/13/2016,2271.719971,0.002830941
12/12/2016,2256.959961,-0.000494263
12/9/2016,2259.530029,0.002571639
12/8/2016,2246.189941,0.00093678
12/7/2016,2241.350098,0.005679425
12/6/2016,2212.22998,0.001478809
12/5/2016,2204.709961,0.002520831
12/2/2016,2191.949951,0.000172384
12/1/2016,2191.080078,-0.001529465
11/30/2016,2198.810059,-0.00115389
11/29/2016,2204.659912,0.000579523
11/28/2016,2201.719971,-0.002288032
11/25/2016,2213.350098,0.001696678
11/23/2016,2204.719971,0.000350779
11/22/2016,2202.939941,0.000939418
11/21/2016,2198.179932,0.003228416
11/18/2016,2181.899902,-0.001037812
11/17/2016,2187.120117,0.002026188
11/16/2016,2176.939941,-0.000687713
11/15/2016,2180.389893,0.003236777
11/14/2016,2164.199951,-5.01651E-05
11/11/2016,2164.449951,-0.000607547
11/10/2016,2167.47998,0.000846373
11/9/2016,2163.26001,0.00478424
11/8/2016,2139.560059,0.001635066
11/7/2016,2131.52002,0.009545879
11/4/2016,2085.179932,-0.000724195
11/3/2016,2088.659912,-0.00192532
11/2/2016,2097.939941,-0.002843276
11/1/2016,2111.719971,-0.002957554
10/31/2016,2126.149902,-5.31073E-05
10/28/2016,2126.409912,-0.00135202
10/27/2016,2133.040039,-0.00129906
10/26/2016,2139.429932,-0.00075651
10/25/2016,2143.159912,-0.001652472
10/24/2016,2151.330078,0.002057946
10/21/2016,2141.159912,-3.65438E-05
10/20/2016,2141.340088,-0.000597881
10/19/2016,2144.290039,0.000950919
10/18/2016,2139.600098,0.002667222
10/17/2016,2126.5,-0.001321392
10/14/2016,2132.97998,8.75468E-05
10/13/2016,2132.550049,-0.001348083
10/12/2016,2139.179932,0.000497672
10/11/2016,2136.72998,-0.005439355
10/10/2016,2163.659912,0.001995727
10/7/2016,2153.73999,-0.001415274
10/6/2016,2160.77002,0.000209089
10/5/2016,2159.72998,0.001862032
10/4/2016,2150.48999,-0.002157524
10/3/2016,2161.199951,-0.001418416
9/30/2016,2168.27002,0.003446732
9/29/2016,2151.129883,-0.004067223
9/28/2016,2171.370117,0.002294194
9/27/2016,2159.929932,0.002789689
9/26/2016,2146.100098,-0.003745725
9/23/2016,2164.689941,-0.002498624
9/22/2016,2177.179932,0.002813686
9/21/2016,2163.120117,0.00471557
9/20/2016,2139.76001,0.000129895
9/19/2016,2139.120117,-8.0793E-06
9/16/2016,2139.159912,-0.001641385
9/15/2016,2147.26001,0.004368358
9/14/2016,2125.77002,-0.0002553
9/13/2016,2127.02002,-0.006489119
9/12/2016,2159.040039,0.006327839
9/9/2016,2127.810059,-0.010782551
9/8/2016,2181.300049,-0.000966517
9/7/2016,2186.159912,-6.35789E-05
9/6/2016,2186.47998,0.001293
9/2/2016,2179.97998,0.001820667
9/1/2016,2170.860107,-1.79735E-05
8/31/2016,2170.949951,-0.001033052
8/30/2016,2176.120117,-0.000849303
8/29/2016,2180.379883,0.002264598
8/26/2016,2169.040039,-0.000686213
8/25/2016,2172.469971,-0.000593316
8/24/2016,2175.439941,-0.002281807
8/23/2016,2186.899902,0.000846816
8/22/2016,2182.639893,-0.000244717
8/19/2016,2183.870117,-0.000625953
8/18/2016,2187.02002,0.000954233
8/17/2016,2182.219971,0.000810761
8/16/2016,2178.149902,-0.002386076
8/15/2016,2190.149902,0.001211254
8/12/2016,2184.050049,-0.000345856
8/11/2016,2185.790039,0.002051353
8/10/2016,2175.48999,-0.001245903
8/9/2016,2181.73999,0.000169252
8/8/2016,2180.889893,-0.000394156
8/5/2016,2182.870117,0.003720469
8/4/2016,2164.25,9.2309E-05
8/3/2016,2163.790039,0.001358926
8/2/2016,2157.030029,-0.002771642
8/1/2016,2170.840088,-0.000551812
7/29/2016,2173.600098,0.000707891
7/28/2016,2170.060059,0.000697008
7/27/2016,2166.580078,-0.000520833
7/26/2016,2169.179932,0.000140161
7/25/2016,2168.47998,-0.00130984
7/22/2016,2175.030029,0.001973272
